_id,earthquake_id,event_time,evt_dep,evt_lat,evt_lon,evt_mag,stations,network
6069ea0c34a3110fe6f18452,GT10649,2007-09-02T17:29:12.280000Z,2.9,33.4227,-117.7349,4.8,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""DVT"",""EDW2"",""FMP"",""GSC"",""HEC"",""ISA"",""JCS"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PASC"",""PLM"",""RPV"",""RRX"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SVD"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f18453,GT10202,2012-08-11T15:33:03.590000Z,8.5,33.828,-118.571,3.4,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""IKP"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f18454,GT10842,2005-03-22T08:55:04.320000Z,10.4,33.3077,-116.203,3.7,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BCC"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""DVT"",""EDW2"",""FMP"",""GSC"",""HEC"",""ISA"",""JCS"",""LGU"",""LRL"",""MPP"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""RRX"",""RSS"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""TOV"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f18455,GT10062,2014-05-09T04:49:32.400000Z,19.2,33.9127,-116.7249,3,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""IKP"",""ISA"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""USC"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f18456,GT10083,2014-03-17T13:25:37.370000Z,15.2,34.1238,-118.4751,4.6,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""IKP"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""USC"",""VES""]",CI
6069ea0c34a3110fe6f18457,GT11315,2000-04-25T08:16:17.450000Z,1,34.666,-116.258,3.1,"[""BAK"",""BAR"",""CHF"",""CIA"",""DGR"",""DJJ"",""GSC"",""ISA"",""JCS"",""LGU"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""SBC"",""SDD"",""SLA"",""SNCC"",""SVD"",""TOV"",""USC"",""VCS"",""VTV""]",CI
6069ea0c34a3110fe6f18458,GT10127,2013-09-19T11:43:54.830000Z,3.8,34.0206,-117.7856,3.8,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""IKP"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f18459,GT10540,2008-11-20T21:17:22.790000Z,17.5,34.003,-116.912,3.2,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""DVT"",""EDW2"",""FMP"",""GSC"",""HEC"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SVD"",""USC"",""VCS"",""VTV""]",CI
6069ea0c34a3110fe6f1845a,GT10197,2012-08-28T09:36:17.960000Z,4.5,35.9937,-118.38,3.3,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""IKP"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f1845b,GT11312,2000-05-18T15:41:45.430000Z,3,34.683,-116.379,3.2,"[""BAK"",""BAR"",""CHF"",""CIA"",""DGR"",""DJJ"",""GSC"",""ISA"",""JCS"",""LGU"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""SBC"",""SDD"",""SLA"",""SVD"",""TOV"",""USC"",""VCS"",""VTV""]",CI
6069ea0c34a3110fe6f1845c,GT10554,2008-10-01T02:57:08.780000Z,13.4,33.955,-118.385,3,"[""ADO"",""ARV"",""BAK"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""DVT"",""EDW2"",""FMP"",""GSC"",""HEC"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SVD"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f1845d,GT10359,2010-07-22T10:49:20.800000Z,8.3,34.479,-116.267,3.1,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CIA"",""DEC"",""DGR"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""IBP"",""ISA"",""LGU"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SVD"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f1845e,GT10369,2010-06-24T15:11:14.540000Z,6.5,32.0162,-117.1813,3.7,"[""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CIA"",""DGR"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""IBP"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""SBC"",""SCI2"",""SCZ2"",""SHO"",""SLA"",""SMM"",""SVD"",""USC"",""VTV""]",CI
6069ea0c34a3110fe6f1845f,GT10794,2005-09-22T23:52:56.640000Z,11,35.044,-119.018,3.2,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""DVT"",""EDW2"",""FMP"",""GSC"",""HEC"",""ISA"",""JCS"",""LGU"",""LRL"",""MPP"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SVD"",""TOV"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f18460,GT10309,2011-04-14T06:19:51.800000Z,4,32.705,-116.003,3.1,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""USC"",""VCS"",""VTV""]",CI
6069ea0c34a3110fe6f18461,GT10803,2005-09-03T06:53:50.780000Z,19,32.5163,-116.8802,3.8,"[""ADO"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""DVT"",""EDW2"",""FMP"",""GSC"",""HEC"",""ISA"",""JCS"",""LGU"",""LRL"",""MPP"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""TOV"",""USC"",""VCS"",""VTV""]",CI
6069ea0c34a3110fe6f18462,GT11359,2000-02-14T12:02:49.560000Z,2.3,34.784,-116.387,3,"[""BAK"",""BAR"",""CHF"",""CIA"",""DGR"",""DJJ"",""GSC"",""ISA"",""JCS"",""LGU"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""SBC"",""SLA"",""SNCC"",""SVD"",""TOV"",""USC"",""VCS"",""VTV""]",CI
6069ea0c34a3110fe6f18463,GT11242,2000-12-23T15:09:19.080000Z,6,32.048,-116.426,3.1,"[""BAK"",""BAR"",""CHF"",""CIA"",""DGR"",""DJJ"",""GSC"",""ISA"",""JCS"",""LGU"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""SBC"",""SDD"",""SLA"",""SNCC"",""SVD"",""TOV"",""USC"",""VCS"",""VTV""]",CI
6069ea0c34a3110fe6f18464,GT10490,2009-04-25T00:06:05.170000Z,4,33.896,-117.786,3.1,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""DVT"",""EDW2"",""FMP"",""GSC"",""HEC"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SVD"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f18465,GT10957,2003-07-10T02:26:05.300000Z,6,33.233,-116.398,3,"[""BAR"",""CHF"",""CIA"",""DGR"",""DJJ"",""GSC"",""JCS"",""LGU"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""SBC"",""SDD"",""SLA"",""SNCC"",""TOV"",""USC"",""VCS"",""VTV""]",CI
6069ea0c34a3110fe6f18466,GT10818,2005-06-16T20:53:23.460000Z,6.8,34.061,-117.005,4.9,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BBS"",""BCC"",""BFS"",""BLA"",""BOR"",""CAP"",""CHF"",""CIA"",""CLC"",""DEC"",""DGR"",""DJJ"",""DPP"",""DVT"",""EDW2"",""EML"",""FMP"",""GOR"",""GSC"",""HEC"",""ISA"",""JCS"",""LGU"",""LRL"",""MGE"",""MPP"",""MSJ"",""MWC"",""OLP"",""OSI"",""PAS"",""PLM"",""PLS"",""RPV"",""RRX"",""RSS"",""SBC"",""SBPX"",""SCI2"",""SCZ2"",""SDD"",""SDG"",""SDR"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""THX"",""TOV"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f18467,GT11066,2002-05-11T05:16:34.950000Z,4,32.046,-116.316,3,"[""BAK"",""BAR"",""CHF"",""CIA"",""DGR"",""DJJ"",""GSC"",""ISA"",""JCS"",""LGU"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""SBC"",""SDD"",""SLA"",""SNCC"",""SVD"",""TOV"",""USC"",""VCS"",""VTV""]",CI
6069ea0c34a3110fe6f18468,GT10848,2005-02-03T04:52:21.190000Z,10.4,34.158,-117.425,3.2,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BCC"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""DVT"",""EDW2"",""FMP"",""GSC"",""HEC"",""ISA"",""JCS"",""LGU"",""LRL"",""MPP"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""TOV"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f18469,GT10111,2013-11-30T15:10:12.470000Z,14.6,33.0064,-116.4343,3,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""IKP"",""ISA"",""LGU"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f1846a,GT10967,2003-05-14T22:47:17.040000Z,8.2,33.6992,-116.067,3.9,"[""AGA"",""BAK"",""BAR"",""BBS"",""BCC"",""BLA"",""BOR"",""CAP"",""CHF"",""CIA"",""DEV"",""DGR"",""DJJ"",""DVT"",""EDW"",""EML"",""GOR"",""GSC"",""HEC"",""ISA"",""JCS"",""LGU"",""LKL"",""LRL"",""MGE"",""MSJ"",""MWC"",""OLP"",""OSI"",""PAS"",""PDU"",""PLC"",""PLM"",""PLS"",""RPV"",""SBC"",""SBPX"",""SCI"",""SDD"",""SDG"",""SDR"",""SHO"",""SLA"",""SNCC"",""SVD"",""THX"",""TOV"",""USC"",""VCS"",""VTV""]",CI
6069ea0c34a3110fe6f1846b,GT11310,2000-05-21T03:40:51.390000Z,7.8,34.656,-116.34,3.3,"[""BAK"",""BAR"",""CHF"",""CIA"",""DGR"",""DJJ"",""GSC"",""ISA"",""JCS"",""LGU"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""SBC"",""SDD"",""SLA"",""SVD"",""TOV"",""USC"",""VCS"",""VTV""]",CI
6069ea0c34a3110fe6f1846c,GT10892,2004-06-17T01:09:35.980000Z,4.6,35.966,-117.982,3.1,"[""ADO"",""BAK"",""BAR"",""BBR"",""BCC"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""DVT"",""EDW"",""EDW2"",""FMP"",""GSC"",""HEC"",""ISA"",""JCS"",""LGU"",""LRL"",""MPP"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""TOV"",""USC"",""VCS"",""VES"",""VTV"",""WER""]",CI
6069ea0c34a3110fe6f1846d,GT10970,2003-04-25T22:00:28.860000Z,6,33.015,-118.928,3.3,"[""BAK"",""BAR"",""CHF"",""CIA"",""DGR"",""DJJ"",""GSC"",""ISA"",""JCS"",""LGU"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""SBC"",""SDD"",""SLA"",""SNCC"",""TOV"",""USC"",""VCS"",""VTV""]",CI
6069ea0c34a3110fe6f1846e,GT10284,2011-07-15T12:03:11.960000Z,15.2,33.755,-116.934,3.1,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""IKP"",""ISA"",""LGU"",""LRL"",""MPP"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""USC"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f1846f,GT11016,2003-01-29T02:21:20.810000Z,2.1,35.331,-118.67,3,"[""BAK"",""BAR"",""CHF"",""CIA"",""DGR"",""DJJ"",""GSC"",""ISA"",""JCS"",""LGU"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""SBC"",""SDD"",""SLA"",""TOV"",""USC"",""VCS"",""VTV""]",CI
6069ea0c34a3110fe6f18470,GT10521,2008-12-10T09:40:19.000000Z,5.5,34.142,-116.434,3.1,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""DVT"",""EDW2"",""FMP"",""GSC"",""HEC"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SVD"",""USC"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f18471,GT10469,2009-08-12T23:49:03.670000Z,3.6,33.0909,-116.1453,3.7,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""DVT"",""EDW2"",""FMP"",""GSC"",""HEC"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SVD"",""USC"",""VCS"",""VES""]",CI
6069ea0c34a3110fe6f18472,GT10393,2010-05-08T13:47:03.010000Z,7.3,33.258,-116.0556,3.4,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CIA"",""DEC"",""DGR"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""IBP"",""ISA"",""LGU"",""LRL"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SVD"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f18473,GT10077,2014-03-29T16:02:06.370000Z,19,33.8837,-117.9665,3.5,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""IKP"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""USC"",""VES""]",CI
6069ea0c34a3110fe6f18474,GT10262,2011-10-18T16:19:37.890000Z,18.8,32.8662,-116.216,3.6,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""IKP"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""USC"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f18475,GT11360,2000-02-14T09:57:40.780000Z,7.3,34.77,-116.401,3.8,"[""BAK"",""BAR"",""CHF"",""CIA"",""DGR"",""DJJ"",""GSC"",""ISA"",""JCS"",""LGU"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""SBC"",""SLA"",""SVD"",""TOV"",""USC"",""VCS"",""VTV""]",CI
6069ea0c34a3110fe6f18476,GT10240,2012-03-28T10:09:52.640000Z,16.1,32.999,-116.4163,3.3,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""IKP"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f18477,GT10721,2006-09-14T00:11:05.260000Z,2.8,32.7375,-116.0741,5.4,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""DVT"",""EDW2"",""FMP"",""GSC"",""HEC"",""ISA"",""JCS"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""PAS"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""TOV"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f18478,GT10172,2013-02-21T20:57:38.230000Z,5.4,33.243,-116.0196,3.5,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""IKP"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f18479,GT11187,2001-05-26T00:37:09.840000Z,11.9,33.998,-116.561,3.1,"[""BAK"",""BAR"",""CHF"",""CIA"",""DGR"",""DJJ"",""GSC"",""ISA"",""JCS"",""LGU"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""SBC"",""SDD"",""SLA"",""SVD"",""TOV"",""USC"",""VCS"",""VTV""]",CI
6069ea0c34a3110fe6f1847a,GT10372,2010-06-17T01:44:04.620000Z,6.3,35.203,-118.603,3.5,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CIA"",""DEC"",""DGR"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""IBP"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SVD"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f1847b,GT10799,2005-09-22T20:24:47.790000Z,11,35.1206,-118.9831,4.8,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""DVT"",""EDW2"",""FMP"",""GSC"",""HEC"",""ISA"",""JCS"",""LGU"",""LRL"",""MPP"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""TOV"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f1847c,GT10790,2005-09-26T07:44:30.600000Z,8,32.004,-116.276,3,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""DVT"",""EDW2"",""FMP"",""GSC"",""HEC"",""ISA"",""JCS"",""LGU"",""LRL"",""MPP"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""TOV"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f1847d,GT11057,2002-09-03T07:08:49.620000Z,12.9,33.713,-117.988,4.3,"[""BAK"",""BAR"",""CHF"",""CIA"",""DGR"",""DJJ"",""GSC"",""ISA"",""JCS"",""LGU"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""SBC"",""SDD"",""SLA"",""SNCC"",""SVD"",""TOV"",""USC"",""VCS"",""VTV""]",CI
6069ea0c34a3110fe6f1847e,GT10381,2010-06-03T14:15:48.880000Z,5.4,33.252,-116.049,3.1,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CIA"",""DEC"",""DGR"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""IBP"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SVD"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f1847f,GT10950,2003-09-10T15:27:40.240000Z,14.6,33.317,-116.36,3.1,"[""BAR"",""CHF"",""CIA"",""DGR"",""DJJ"",""GSC"",""ISA"",""JCS"",""LGU"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""SBC"",""SDD"",""SLA"",""SNCC"",""TOV"",""USC"",""VCS"",""VTV""]",CI
6069ea0c34a3110fe6f18480,GT11248,2000-12-11T18:04:26.970000Z,13.6,33.995,-116.714,3.4,"[""BAK"",""BAR"",""CHF"",""CIA"",""DGR"",""DJJ"",""GSC"",""ISA"",""JCS"",""LGU"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""SBC"",""SDD"",""SLA"",""SNCC"",""SVD"",""TOV"",""USC"",""VCS"",""VTV""]",CI
6069ea0c34a3110fe6f18481,GT11036,2002-11-07T11:02:11.100000Z,3.7,34.803,-116.275,3.1,"[""BAK"",""BAR"",""CHF"",""CIA"",""DGR"",""DJJ"",""GSC"",""ISA"",""JCS"",""LGU"",""MWC"",""OSI"",""PAS"",""PLM"",""RPV"",""SBC"",""SDD"",""SLA"",""SNCC"",""SVD"",""TOV"",""USC"",""VCS"",""VTV""]",CI
6069ea0c34a3110fe6f18482,GT10256,2011-11-18T04:33:20.790000Z,4.6,35.1788,-119.3745,3,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DGR"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""IKP"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""USC"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f18483,GT10106,2013-12-31T09:21:08.090000Z,12.6,33.4886,-116.4821,3,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CIA"",""DEC"",""DGR"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""IKP"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""USC"",""VCS"",""VES"",""VTV""]",CI
6069ea0c34a3110fe6f18484,GT10085,2014-03-15T15:12:19.370000Z,11.2,34.5939,-118.6207,4,"[""ADO"",""ARV"",""BAK"",""BAR"",""BBR"",""BFS"",""CHF"",""CIA"",""DEC"",""DJJ"",""EDW2"",""FMP"",""GSC"",""HEC"",""IKP"",""ISA"",""LGU"",""LRL"",""MPP"",""MUR"",""MWC"",""OSI"",""PLM"",""RPV"",""RRX"",""SBC"",""SCI2"",""SCZ2"",""SDD"",""SHO"",""SLA"",""SMM"",""SNCC"",""SVD"",""USC"",""VES""]",CI
